BHK,Price,Location,Area,Furnishing,Tenant_Pref,Full_Title,Page_Found
4 BHK,"₹31,000 /month",Mahagun Mywoods Phase 2,"2,190 sqft(203 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 16C, Greater Noida",58
2 BHK,"₹23,500 /month",Gaur City 7th Avenue,"1,075 sqft(100 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",58
2 BHK,"₹15,200 /month",Supertech Eco Village 1,890 sqft(83 sqm),N/A,Not Specified,"2 BHK Flat for rent in Greater Noida West, Greater Noida",58
2 BHK,"₹18,000 /month",Arihant Arden,935 sqft(87 sqm),N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,58
3 BHK,"₹19,000 /month",NBCC Leisure Park,"1,450 sqft(135 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",58
3 BHK,"₹20,000 /month",Ajnara Homes,"1,620 sqft(151 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",58
3 BHK,"₹20,000 /month",Ajnara Homes,"1,620 sqft(151 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",59
2 BHK,"₹16,000 /month",Amrapali Golf Homes,835 sqft(78 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",59
3 BHK,"₹18,000 /month",society,"1,750 sqft(163 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Greater Noida West, Greater Noida",59
2 BHK,"₹22,000 /month",Supertech Ecovillage 2,"1,100 sqft(102 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",59
2 BHK,"₹28,000 /month",Exotica Dreamville,"1,035 sqft(96 sqm)",Furnished,Not Specified,2 BHK Flat for rent in Noida Extension,59
2 BHK,"₹22,000 /month",Samridhi Grand Avenue,"1,080 sqft(100 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",59
2 BHK,"₹15,501 /month",Supertech Ecovillage 2,935 sqft(87 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",59
3 BHK,"₹29,700 /month",Purvanchal Royal City,"1,825 sqft(170 sqm)",Semi-Furnished,Family Preferred,"3 BHK Flat for rent in Sector Chi 5, Greater Noida",59
4 BHK,"₹59,000 /month",Purvanchal Royal City,"3,200 sqft(297 sqm)",Semi-Furnished,Not Specified,"4 BHK Flat for rent in Sector Chi 5, Greater Noida",59
3 BHK,"₹28,500 /month",SKA Divya Towers,"1,350 sqft(125 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",59
4 BHK,"₹28,000 /month",Mahagun Mywoods Phase 1,"1,810 sqft(168 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 16C, Greater Noida",59
1 BHK,"₹20,000 /month",NX One,595 sqft(55 sqm),Furnished,Not Specified,"1 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",59
2 BHK,"₹28,000 /month",ACE Divino,"1,245 sqft(116 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,59
2 BHK,"₹18,050 /month",Amrapali Golf Homes,"1,200 sqft(111 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",59
2 BHK,"₹18,000 /month",Gaur City 6th Avenue,980 sqft(91 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",59
2 BHK,"₹25,000 /month",Gaur 16th Avenue,890 sqft(83 sqm),Furnished,Not Specified,2 BHK Flat for rent in Noida Extension,59
2 BHK,"₹19,000 /month",Amrapali Riverview,955 sqft(89 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",59
3 BHK,"₹26,000 /month",Paramount Emotions,"1,520 sqft(141 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,59
2 BHK,"₹22,000 /month",JM Florence,"1,197 sqft(111 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",59
2 BHK,"₹15,500 /month",Amrapali Centurian Park,885 sqft(82 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",59
3 BHK,"₹24,000 /month",Shri Radha Sky Gardens,"1,874 sqft(174 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",59
3 BHK,"₹23,000 /month",Shri Radha Sky Gardens,"1,940 sqft(180 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",59
N/A,"₹23,000 /month",Casagrand 2,500 sqft(46 sqm),Fully Furnished,Not Specified,"Studio Apartments / 1 RK Flats for rent in Sector Chi 5, Greater Noida",59
2 BHK,"₹25,000 /month",Gaur City 2 14th Avenue,955 sqft(89 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",59
3 BHK,"₹19,500 /month",Supertech Ecovillage 2,"1,175 sqft(109 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",59
2 BHK,"₹18,000 /month",Amrapali Terrace Homes,990 sqft(92 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",60
1 BHK,"₹50,000 /month",jaypee greens sea court,"1,550 sqft(144 sqm)",Furnished,Not Specified,"1 BHK Flat for rent in Jaypee Greens, Greater Noida",60
4 BHK,"₹30,000 /month",Mahagun Mywoods Phase 2,"1,810 sqft(168 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 16C, Greater Noida",60
N/A,"₹30,000 /month",Omaxe NRI City,"2,700 sqft(251 sqm)",Unfurnished,Not Specified,"2 Bedroom House for rent in NRI City, Greater Noida",60
2 BHK,"₹18,000 /month",Supertech Ecovillage 2,"1,100 sqft(102 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",60
4 BHK,"₹37,000 /month",Purvanchal Royal City,"2,075 sqft(193 sqm)",Semi-Furnished,Not Specified,"4 BHK Flat for rent in Sector Chi 5, Greater Noida",60
N/A,"₹16,000 /month",DAH Greentech NX Avenue,595 sqft(55 sqm),N/A,Not Specified,"Studio Apartments / 1 RK Flats for rent in Techzone 4 Greater Noida West, Greater Noida",60
2 BHK,"₹17,000 /month",Oasis GrandStand,"1,145 sqft(106 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 22D Yamuna Expressway, Greater Noida",60
3 BHK,"₹26,000 /month",Gaur Yamuna City 16th Park View,"1,670 sqft(155 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Yamuna Expressway, Greater Noida",60
3 BHK,"₹24,000 /month",Rajhans Residency,"1,460 sqft(136 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,60
3 BHK,"₹26,000 /month",ABA Cherry County,"1,521 sqft(141 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",60
3 BHK,"₹22,000 /month",Sam Palm Olympia,"1,335 sqft(124 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",60
3 BHK,"₹19,000 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",60
3 BHK,"₹26,000 /month",Saviour Greenarch,"1,160 sqft(108 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",60
3 BHK,"₹18,000 /month",Shri Radha Sky Gardens,"1,854 sqft(172 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",60
3 BHK,"₹19,500 /month",Panchsheel Greens,"1,350 sqft(125 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",60
3 BHK,"₹32,000 /month",Gulshan Bellina,"1,495 sqft(139 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",60
N/A,"₹16,500 /month",Paramount Golfmart,435 sqft(40 sqm),Fully Furnished,Not Specified,"Studio Apartments / 1 RK Flats for rent in Sector ZETA 1, Greater Noida",60
2 BHK,"₹22,500 /month",Gaur City 7th Avenue,"1,075 sqft(100 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",60
3 BHK,"₹28,000 /month",Nirala Estate Phase 2,"1,270 sqft(118 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",60
2 BHK,"₹26,000 /month",Samridhi Grand Avenue,"1,080 sqft(100 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",60
3 BHK,"₹22,000 /month",Gaur 12th Avenue,"1,320 sqft(123 sqm)",N/A,Not Specified,3 BHK Flat for rent in Noida Extension,60
3 BHK,"₹35,000 /month",Apex Alphabet,"1,987 sqft(185 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,60
3 BHK,"₹20,000 /month",Ace City,"1,530 sqft(142 sqm)",Furnished,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,60
3 BHK,"₹31,000 /month",Paramount Emotions,"1,710 sqft(159 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,60
3 BHK,"₹20,000 /month",Mahagun Mywoods Phase 1,935 sqft(87 sqm),Semi-Furnished,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",61
3 BHK,"₹18,000 /month",Amrapali Centurian Park Terrace Homes,"1,185 sqft(110 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",61
3 BHK,"₹21,001 /month",Gaur City 2 14th Avenue,"1,175 sqft(109 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",61
3 BHK,"₹17,000 /month",NBCC Aspire Dream Valley,"1,360 sqft(126 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Greater Noida West, Greater Noida",61
2 BHK,"₹20,000 /month",Gaur City 6th Avenue,"1,175 sqft(109 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",61
2 BHK,"₹23,000 /month",Trident Embassy,"1,100 sqft(102 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,61
3 BHK,"₹25,000 /month",JM Florence,"1,390 sqft(129 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",61
3 BHK,"₹22,000 /month",Samridhi Grand Avenue,"1,895 sqft(176 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",61
2 BHK,"₹20,500 /month",Hawelia Valencia Homes,935 sqft(87 sqm),N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,61
2 BHK,"₹23,500 /month",Arihant Arden,"1,065 sqft(99 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,61
2 BHK,"₹22,000 /month",Arihant Arden,935 sqft(87 sqm),Semi-Furnished,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,61
N/A,"₹60,000 /month","Kasna Village, Greater Noida","2,690 sqft(250 sqm)",N/A,Not Specified,"18 Bedroom House for rent in Kasna Village, Greater Noida",61
2 BHK,"₹19,000 /month",Gaur City 10Th Avenue,"1,175 sqft(109 sqm)",N/A,Not Specified,2 BHK Flat for rent in Noida Extension,61
2 BHK,"₹19,500 /month",Amrapali Riverview,955 sqft(89 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",61
3 BHK,"₹20,500 /month",Amrapali Riverview,"1,145 sqft(106 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",61
3 BHK,"₹20,000 /month",Amrapali Centurian Park Terrace Homes,"1,400 sqft(130 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",61
3 BHK,"₹22,000 /month",Panchsheel Hynish,"1,259 sqft(117 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,61
2 BHK,"₹17,500 /month",RG Luxury Homes,"1,229 sqft(114 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",61
2 BHK,"₹16,000 /month",Supertech Ecovillage 2,"1,100 sqft(102 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",61
2 BHK,"₹19,999 /month",Paramount Emotions,950 sqft(88 sqm),Semi-Furnished,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,61
3 BHK,"₹23,000 /month",Sanskriti Vihar 10th Avenue,"1,470 sqft(137 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",61
2 BHK,"₹30,000 /month",Sportshome by Dev Sai Group,"1,140 sqft(106 sqm)",Furnished,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,61
3 BHK,"₹26,000 /month",Nirala Greenshire,"1,470 sqft(137 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 2, Greater Noida West",61
N/A,"₹34,000 /month","Amrapali Dream Valley, Greater Noida","1,690 sqft(157 sqm)",N/A,Not Specified,"3 Bedroom House for rent in Amrapali Dream Valley, Greater Noida",61
4 BHK,"₹33,000 /month",Ajnara Homes,"1,960 sqft(182 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 16B, Greater Noida",61
3 BHK,"₹22,000 /month",Ajnara Le Garden,"1,285 sqft(119 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",62
3 BHK,"₹40,000 /month",ATS Rhapsody,"1,205 sqft(112 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,62
3 BHK,"₹27,500 /month",Mahagun,"1,370 sqft(127 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Greater Noida West, Greater Noida",62
3 BHK,"₹24,000 /month",Mahagun Mywoods Phase 1,"1,545 sqft(144 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",62
3 BHK,"₹35,000 /month",Irish Pearls,"1,600 sqft(149 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,62
2 BHK,"₹19,000 /month",Shri Radha Sky Gardens,"1,370 sqft(127 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",62
2 BHK,"₹15,500 /month",Amrapali Dream Valley High Life 2,850 sqft(79 sqm),N/A,Not Specified,2 BHK Flat for rent in Noida Extension,62
2 BHK,"₹22,500 /month",Trident Embassy,"1,100 sqft(102 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,62
2 BHK,"₹22,000 /month",Panchsheel Greens 2,"1,105 sqft(103 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16, Greater Noida",62
2 BHK,"₹22,500 /month",Ace City,"1,150 sqft(107 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,62
3 BHK,"₹23,000 /month",Paramount Emotions,"1,160 sqft(108 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,62
N/A,"₹80,000 /month",Omaxe NRI City,220 sqft(20 sqm),Semi-Furnished,Not Specified,"7 Bedroom House for rent in NRI City, Greater Noida",62
3 BHK,"₹24,000 /month",Amrapali Centurian Park Terrace Homes,"1,700 sqft(158 sqm)",N/A,Not Specified,3 BHK Flat for rent in Noida Extension,62
2 BHK,"₹22,000 /month",Ace City,"1,080 sqft(100 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,62
2 BHK,"₹20,000 /month",Paramount Emotions,"1,075 sqft(100 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,62
3 BHK,"₹23,000 /month",Gaur 16th Avenue,"1,600 sqft(149 sqm)",N/A,Not Specified,3 BHK Flat for rent in Noida Extension,62
2 BHK,"₹22,000 /month",Stellar One,982 sqft(91 sqm),N/A,Not Specified,2 BHK Flat for rent in Noida Extension,62
2 BHK,"₹27,000 /month",Shri Radha Sky Gardens,"1,200 sqft(111 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",62
2 BHK,"₹17,000 /month",Amrapali Centurian Park Terrace Homes,990 sqft(92 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",62
2 BHK,"₹18,000 /month",Gaur City 6th Avenue,980 sqft(91 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",62
3 BHK,"₹25,500 /month",Gaur City 7th Avenue,"1,350 sqft(125 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",62
2 BHK,"₹28,000 /month",Ace City,"1,400 sqft(130 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,62
4 BHK,"₹36,000 /month",Sportshome by Dev Sai Group,"1,985 sqft(184 sqm)",N/A,Not Specified,4 BHK Flat for rent in Sector 1 Greater Noida West,62
2 BHK,"₹16,000 /month",NBCC Leisure Park,845 sqft(79 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",62
2 BHK,"₹18,000 /month",Supertech Ecovillage 2,890 sqft(83 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",62
3 BHK,"₹21,000 /month",Habitech Panchtatva,"1,525 sqft(142 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",63
3 BHK,"₹26,500 /month",ABA Cherry County,"1,521 sqft(141 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",63
2 BHK,"₹16,500 /month",Supertech Ecovillage 2,"1,106 sqft(103 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",63
2 BHK,"₹19,000 /month",Supertech Ecovillage 2,890 sqft(83 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",63
3 BHK,"₹25,000 /month",Supertech Ecovillage 2,"1,467 sqft(136 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",63
2 BHK,"₹21,000 /month",Panchsheel Greens,975 sqft(91 sqm),Semi-Furnished,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",63
3 BHK,"₹25,000 /month",Fusion Homes Techzone 4 Greater Noida West,"1,635 sqft(152 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",63
3 BHK,"₹31,000 /month",Panchsheel Greens 2,"1,820 sqft(169 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",63
2 BHK,"₹19,500 /month",Gaur City 7th Avenue,"1,105 sqft(103 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",63
2 BHK,"₹16,000 /month",French Apartments,"1,148 sqft(107 sqm)",N/A,Not Specified,2 BHK Flat for rent in Noida Extension,63
3 BHK,"₹19,999 /month",Mahagun,"1,125 sqft(105 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Greater Noida West, Greater Noida",63
2 BHK,"₹20,000 /month",ABA Cherry County,891 sqft(83 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",63
4 BHK,"₹35,000 /month",ABA Cherry County,"2,232 sqft(207 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",63
3 BHK,"₹32,000 /month",ABA Cherry County,"1,620 sqft(151 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",63
2 BHK,"₹15,500 /month",Supertech Ecovillage 3,925 sqft(86 sqm),Semi-Furnished,Not Specified,2 BHK Flat for rent in Noida Extension,63
2 BHK,"₹20,000 /month",Wall Rock Aishwaryam,"1,195 sqft(111 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",63
2 BHK,"₹36,000 /month",HomeKraft Happy Trails,"1,165 sqft(108 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Sector 10 Greater Noida West, Greater Noida",63
3 BHK,"₹22,000 /month",AFOWO Raksha Addela,"1,340 sqft(124 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",63
3 BHK,"₹23,000 /month",Ajnara Le Garden,"1,245 sqft(116 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",63
3 BHK,"₹32,500 /month",Gaur Saundaryam,"1,650 sqft(153 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",63
3 BHK,"₹45,000 /month",Amrapali Centurian Park,"1,400 sqft(130 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",63
3 BHK,"₹25,000 /month",AFOWO Raksha Addela,"1,340 sqft(124 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",63
2 BHK,"₹19,000 /month",AFOWO Raksha Addela,"1,080 sqft(100 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",63
2 BHK,"₹18,500 /month",Mahagun Mantraa 1,900 sqft(84 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 10 Greater Noida West, Greater Noida",63
2 BHK,"₹21,500 /month",Panchsheel Greens,"1,075 sqft(100 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",63
2 BHK,"₹18,000 /month",AFOWO Raksha Addela,"1,080 sqft(100 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",64
2 BHK,"₹17,003 /month",Amrapali Golf Homes,945 sqft(88 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",64
2 BHK,"₹20,111 /month",Gaur City 7th Avenue,"1,075 sqft(100 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",64
2 BHK,"₹28,000 /month",ACE Platinum,"1,150 sqft(107 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Sector ZETA 1, Greater Noida",64
N/A,"₹16,000 /month",Paramount Golfforeste,435 sqft(40 sqm),Furnished,Not Specified,"Studio Apartments / 1 RK Flats for rent in Sector ZETA, Greater Noida",64
3 BHK,"₹18,005 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",64
3 BHK,"₹20,000 /month",Amrapali Golf Homes,"1,095 sqft(102 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",64
2 BHK,"₹15,500 /month",Supertech Ecovillage 2,900 sqft(84 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",64
2 BHK,"₹18,000 /month",Eros Sampoornam,835 sqft(78 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 2, Greater Noida West",64
2 BHK,"₹20,000 /month",Amrapali Centurian Park Terrace Homes,850 sqft(79 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",64
2 BHK,"₹16,000 /month",Supertech Ecovillage 2,890 sqft(83 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",64
3 BHK,"₹21,500 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",64
2 BHK,"₹16,000 /month",Amrapali Golf Homes,945 sqft(88 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",64
2 BHK,"₹20,000 /month",NBCC Leisure Park,"1,225 sqft(114 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",64
